l2_pos_deg,voltage_V
-37.5000,0.0914
-38.0000,0.0819
-38.5000,0.0734
-39.0000,0.0643
-39.5000,0.0557
-40.0000,0.0479
-40.5000,0.0407
-41.0000,0.0338
-41.5000,0.0269
-42.0000,0.021
-42.5000,0.0156
-43.0000,0.0096
-43.5000,0.0052
-44.0000,0.002
-44.5000,0.0003
-45.0000,0.0
-45.5000,0.0
-46.0000,0.0
-46.5000,0.0
-47.0000,0.0
-47.5000,0.0
-48.0000,0.0
-48.5000,0.0
-49.0000,0.0
-49.5000,0.0
-50.0000,0.0
-50.5000,0.0
-51.0000,0.0
-51.5000,0.0
-52.0000,0.0008
-52.5000,0.0028
-53.0000,0.0064
-53.5000,0.011
-54.0000,0.0166
-54.5000,0.0226
-55.0000,0.0283
-55.5000,0.0351
-56.0000,0.0425
-56.5000,0.0499
-57.0000,0.0576
-57.5000,0.0666
-58.0000,0.0747
-58.5000,0.0842
-59.0000,0.0933
-59.5000,0.1035
-60.0000,0.1139
-60.5000,0.1242
-61.0000,0.1354
-61.5000,0.146
-62.0000,0.1583
-62.5000,0.1698
-63.0000,0.1818
-63.5000,0.1943
-64.0000,0.2062
-64.5000,0.2192
-65.0000,0.2324
-65.5000,0.2454
-66.0000,0.2595
-66.5000,0.2717
-67.0000,0.2856
-67.5000,0.2987
-68.0000,0.3135
-68.5000,0.3281
-69.0000,0.3418
-69.5000,0.3553
-70.0000,0.3698
-70.5000,0.3838
-71.0000,0.3982
-71.5000,0.4112
-72.0000,0.426
-72.5000,0.4396
-73.0000,0.4532
-73.5000,0.4677
-74.0000,0.4806
-74.5000,0.4947
-75.0000,0.5082
-75.5000,0.5215
-76.0000,0.533
-76.5000,0.5465
-77.0000,0.5591
-77.5000,0.5725
-78.0000,0.5845
-78.5000,0.5959
-79.0000,0.6106
-79.5000,0.621
-80.0000,0.6316
-80.5000,0.6402
-81.0000,0.6512
-81.5000,0.6636
-82.0000,0.675
-82.5000,0.6826
-83.0000,0.692
-83.5000,0.7012
-84.0000,0.708
-84.5000,0.7156
-85.0000,0.7233
-85.5000,0.7314
-86.0000,0.739
-86.5000,0.7443
-87.0000,0.751
-87.5000,0.7574
-88.0000,0.762
-88.5000,0.7655
-89.0000,0.7717
-89.5000,0.7738
-90.0000,0.7771
